,symbol,name,price,change,per_change,volume,avg_volume,market_cap,p_e_ratio,year_percent_change
286,CNK,"Cinemark Holdings, Inc.",23.87,-0.19,-0.79,5189000.0,2969000.0,2919000000.0,11.59,27.5
287,ZETA,Zeta Global Holdings Corp.,14.54,0.25,1.75,5230000.0,6416000.0,3456000000.0,,37.54
288,OSCR,"Oscar Health, Inc.",14.19,-0.46,-3.14,5171000.0,4567000.0,3556000000.0,141.9,2.81
289,ACVA,ACV Auctions Inc.,14.28,0.5,3.63,5155000.0,1701000.0,2544000000.0,,-21.7
290,IP,International Paper Company,50.63,1.25,2.53,5137000.0,8905000.0,26638000000.0,32.25,36.07
291,AZN,AstraZeneca PLC,75.57,1.33,1.79,5372000.0,5602000.0,241668000000.0,33.59,9.85
292,STM,STMicroelectronics N.V.,24.59,-0.33,-1.32,5098000.0,7062000.0,22381000000.0,14.81,-47.66
293,SONY,Sony Group Corporation,23.69,0.74,3.22,5117000.0,3758000.0,143273000000.0,18.8,30.64
294,D,"Dominion Energy, Inc.",53.72,-1.42,-2.58,5081000.0,4616000.0,45772000000.0,24.42,14.71
295,SHEL,Shell plc,67.38,0.57,0.85,5079000.0,4170000.0,202048000000.0,13.32,1.67
296,PK,Park Hotels & Resorts Inc.,11.53,-0.19,-1.62,5058000.0,3672000.0,2330000000.0,11.42,-31.5
297,TU,TELUS Corporation,15.11,-0.25,-1.63,5026000.0,3809000.0,22877000000.0,32.15,-9.27
298,ELAN,Elanco Animal Health Incorporated,10.39,0.35,3.49,5026000.0,4732000.0,5139000000.0,15.28,-36.9
299,LVS,Las Vegas Sands Corp.,42.79,-2.03,-4.53,5025000.0,5233000.0,30635000000.0,21.83,-15.99
300,CPNG,"Coupang, Inc.",22.27,0.29,1.32,8069000.000000001,7893000.0,40208000000.0,278.38,12.03
301,IBN,ICICI Bank Limited,28.79,0.27,0.95,5022000.0,3989000.0,101689000000.0,18.34,9.44
302,YMM,Full Truck Alliance Co. Ltd.,12.69,0.11,0.87,5008000.0,7909000.0,13271000000.0,30.21,61.08
303,ETN,Eaton Corporation plc,292.04,9.73,3.45,5022000.0,3351000.0,114480000000.0,30.71,-5.97
304,CLVT,Clarivate Plc,4.03,-0.04,-0.98,5003000.0,5326000.0,2787000000.0,,-42.43
